data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
46466,24-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,Milenio,"On 24 July 2019, in Benito Juarez, Ciudad de Mexico, Mexico, a group of 140 federal police agents, protested outside the Secretary of Governance to demand to be heard and received by the Secretary. [size=140]",0,1612548801
46467,24-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico); UNTA: National Union of Agricultural Workers,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Reforma,"On 24 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, farmers affiliated with the UNTA continued their picket in front of the National Palace to demand to be received by the President and start a dialogue on the agro industry. They more specifically want to discuss the allocation of lands that occurred in the 70's following a presidential decree. [size=no report]",0,1612548801
46493,24-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 24 July 2019, in Tlalpan, Ciudad de Mexico, Mexico, members of the Popular Urban Block marched to demand a greater budget for the INV and the construction of decent housing. [size=no report]",0,1612548801
46499,24-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Universal (Mexico),"On 24 July 2019, in Alvaro Obregon, Ciudad de Mexico, DF, two Israeli men, allegedly laundering money for the account of the CJNG, were shot and killed in Plaza Artz in what seem to be a territorial dispute between narco trafficking groups. 2 fatalities.",2,1612548801
46505,23-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico); UNTA: National Union of Agricultural Workers,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 23 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, 6000 farmers affiliated with the UNTA set up a picket in front of the National Palace to demand to be received by the President and start a dialogue on the agro industry. [size=6000]",0,1612548801
46546,22-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 22 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, a delegation of tank pipe operators from several states protested to demand to be re-contracted after having worked for six months without committing any mistake. They are questioning the termination of their working agreement. [size=no report]",0,1612548802
46547,22-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico); UNTA: National Union of Agricultural Workers,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 22 July 2019, in Tlalpan, Ciudad de Mexico, Mexico, 500 farmers affiliated with the UNTA initiated a march to the centre of the city to demand to be received by the President and start a dialogue on the agro industry. [size=500]",0,1612548802
46562,22-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 22 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, residents of Chalco protested in front of the National Palace to demand the extension of the civic square, blocked by the owner of the property. [size=no report]",0,1612548802
46580,21-Jul-19,2019,Violence against civilians,Attack,Police Forces of Mexico (2018-),,Mexico,Distrito Federal,Iztacalco,Ciudad de Mexico - Iztacalco,19.3959,-99.0976,Metro Mx,"On 21 July 2019, in Iztacalco, Ciudad de Mexico, Distrito, the police forces arrested a man and proceeded to beat him in colonia Granjas Mexico. Neither fatality nor injury reported.",0,1612548802
46584,21-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Lawyers (Mexico); Sinaloa Cartel,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 21 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, the lawyer of the drug lord El Chapo of the Sinaloa Cartel and three persons, protested with banners in front of the office of external affairs to demand the secretary of the US to repatriate the drug lord to Mexico who was on trial in the US. [size=4]",0,1612548802
46624,20-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,El Financiero (Mexico),"On 20 July 2019, in Venustiano Carranzo, Ciudad de Mexico, Mexico, a shootout was reported between two rival gangs. A girl was wounded in the cross-fire. No fatality, 1 injury.",0,1612548802
46626,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Journalists (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio; El Universal (Mexico),"On 19 July 2019, in Cuauhtemoc, Ciudad de Mexico, former workers of Notimex, a news agency, protested outside the National Palace against the unjustified dismissals. [size=no report]",0,1612548802
46627,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico); Milenio,"On 19 July 2019, in Cuauhtemoc, Ciudad de Mexico, police officers dressed as civilians protested in front of the National Palace demanding better conditions to make the transition to the National Guard. [size=no report]",0,1612548802
46629,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Xochimilco,Ciudad de Mexico - Xochimilco,19.2635,-99.1049,Milenio,"On 19 July 2019, in Xochimilco, Ciudad de Mexico, around 40 people affected by the 2017 earthquake protested against the city mayor. [size=40]",0,1612548802
46633,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 19 July 2019, in Cuauhtemoc, Ciudad de Mexico, former rail workers protested outside the National Palace demanding the payment of their pensions. [size=no report]",0,1612548802
46635,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Tlahuac,Ciudad de Mexico - Tlahuac,19.2706,-99.0048,24 Horas (Mexico),"On 19 July 2019, in Tlahuac, Ciudad de Mexico, a group of people affected by the 2017 earthquake protested. The reason for the demonstration is unknown. [size=no report]",0,1612548802
46636,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 19 July 2019, in Cuauhtemoc, Ciudad de Mexico, members of the Congress Citizen Participation Commission protested in the Tlaxcoaque square. The reason for the demonstration is unknown. [size=no report]",0,1612548802
46650,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 19 July 2019, in Cuauhtemoc, Ciudad de Mexico, a group of people marched to the General Direction of the Social Services and Security Institute for State Workers. The reason for the demonstration is unknown. [size=no report]",0,1612548802
46652,19-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,24 Horas (Mexico),"On 19 July 2019, in Miguel Hidalgo, Ciudad de Mexico, environmental activists protested. The reason for the demonstration is unknown. [size=no report]",0,1612548802
46655,19-Jul-19,2019,Violence against civilians,Attack,La Union Tepito,,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico); 24 Horas (Mexico); El Norte,"On 19 July 2019, in Colonia Centro, Cuauhtemoc, Ciudad de Mexico, members of Tepito Union Cartel attacked a merchant. The man died in the attack.",1,1612548802
46657,18-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 18 July 2019, in Cuauhtemoc, Ciudad de Mexico, a group of people protested outside the National Palace rejecting the construction of a road that will lead to Queretaro but will affect spaces that they use for cultural celebrations. [size=no report]",0,1612548802
46691,18-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico),Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,Publimetro Mexico; El Universal (Mexico); El Norte,"On 18 July 2019, in Venustiano Carranza, Ciudad de Mexico, around 400 peasants from Ocuilan municipality protested in front of the San Lazaro Congress demanding the controls for irregular deforestation. [size=400]",0,1612548802
46700,17-Jul-19,2019,Riots,Mob violence,Rioters (Mexico),Vigilante Group (Mexico),Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Universal (Mexico),"On 17 July 2019, in Colonia Liberacion Proletaria, Alvaro Obregon, Ciudad de Mexico, around 40 people lynched a man who was robbing a residency. The police intervened and took the man to the hospital, but the man did not survive the attack. [size=40]",1,1612548802
46705,17-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico); CNTE: National Coordination of Education Workers,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 17 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, members of the CNTE protested in front of the National palace to report administrative irregularities and abuse of power in working centres. [size=no report]",0,1612548802
46721,17-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 17 July 2019, in Tlalpan, Ciudad de Mexico, Mexico, federal police officer took over for the second consecutive day the Tlalpan toll in a protest to demand their labour right to be respected should they be incorporated into the National Guard. [size=no report]",0,1612548802
46733,17-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,Milenio,"On 17 July 2019, in Alvaro Obregon, Ciudad de Mexico, Mexico, a group of residents blocked a road and the construction of Line 12 of the subway as they consider the construction work dangerous after feeling the earth trembling. [size=no report]",0,1612548802
46764,16-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 16 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, residents of colonia Roma blocked a road to report the illegal building of two tours. [size=no report]",0,1612548802
46769,16-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,El Universal (Mexico),"On 16 July 2019, in Alvaro Obregon, Ciudad de Mexico, Mexico, a former agent of the General Attorney's Office was killed in a direct attack in colonia Alfonso XVIII near his house. Another man was wounded in the attack. The victim received threat for the construction of a building. 1 fatality, 1 injury.",1,1612548802
46771,16-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,Milenio,"On 16 July 2019, in Benito Juarez, Ciudad de Mexico, Mexico, a group of 50 federal police officers protested in front of the Secretary of Governance to demand the payment of a compensation and the safeguarding of their labour rights should they be transferred to the National Guard. [size=50]",0,1612548802
46775,16-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 16 July 2019, in Tlalpan, Ciudad de Mexico, Mexico, federal police officer took over the Tlalpan toll in a protest to demand their labour right to be respected should they be incorporated into the National Guard. [size=no report]",0,1612548802
46788,16-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),National Torch Movement,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 16 July 2019, in Tlalpan, Ciudad de Mexico, Mexico, members of the National Torch Movement protested against the suppression of social programmes. [size=no report]",0,1612548802
46800,15-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 15 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, the picket set by pensioners of the National railway to report that the failure to pay pensions to 60,000 workers continues. [size=no report]",0,1612548802
46802,15-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,La Jornada,"On 15 July 2019, in Benito Juarez, Ciudad de Mexico, Mexico, unionised workers of the INAH took over their offices and protested to demand the reimbursement of their taxes that according to them is owed to them based on the Law on Retributions. [size=no report]",0,1612548802
46821,15-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Journalists (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 15 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, former workers of Notimex, a news agency, protested to reported unjustified dismissal and demand benefits based on signed agreements. [size=no report]",0,1612548802
46829,15-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Indigenous Group (Mexico); Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 15 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, indigenous shop holder blocked avenue 20 de Noviembre to demand the delivery of their permit to operate. [size=no report]",0,1612548802
46841,14-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Entorno Informativo,"On 14 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, two men on a scooter shot and wounded a man on a bicycle in colonia Morelos. No fatality, 1 injury.",0,1612548802
46847,14-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Sin Embargo,"On 14 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, neighbours of colonia Hipodromo-Condesa protested to demand the head of the Government of Ciudad de Mexico to further investigate the death of an activist and to reinforce security measures. [size=no report]",0,1612548802
46857,14-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 14 July 2019, in Cuauhtemoc, Ciudad de Mexico, Mexico, pensioners of the National railway set up a picket to report the failure to pay pension to again 60,000 workers. [size=no report]",0,1612548802
46887,13-Jul-19,2019,Battles,Armed clash,La Union Tepito,,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico); La Verdad,"On 13 July 2019, in Tepito, Cuauhtemoc, Ciudad de Mexico, a member of a group known as 'Los Sinaloas' which is part of the Sinaloa Cartel, was attacked by members of the Tepito Union Cartel. The man died in the attack.",1,1612548802
